dataset,split,text,label,multilabel
n,train,Photograph from yesterday.     Emergency OT services at Murshidabad Medical College continue.    #DoctorsFightBack   #SaveTheDoctors http,0,
n,train,Nation respect is more than cricket #DhoniKeepsTheGlove,0,
n,train,Team Anna Faris 😒 #douchebag http,0,
n,train,We’ll be outside Speaker Pelosi’s SF office demanding an #impeachmentinquirynow on Friday @ 12:00pm. Dressed as Founding Fathers. Of course.    #resist #resistance #fucktrump #impeachtrump #impeach #impeachment #itmfa… http,0,
n,train,@user Happy #JohnMcCainDay! #TrumpForPrison  #TrumpIsATraitor #TrumpIsNotAboveTheLaw #TrumpCrimeFamily,0,
n,train,India is about 13 times bigger than United Kingdom. While UK spends 9.8% on health (and still underfunded) India spends a mere 1.4% of it's GDP amd blames doctors for everything that's wrong in the system.     #DoctorsFightBack #DoctorsStrike,0,
n,train,@user #FuckTrump who gives a shit what he does! #June14thJohnMcCainDay,0,
n,train,@user @user Literally have seen 7th grade girls basketball with FAR better shooting technique and overall look than this bozo.  #douchebag,0,
n,train,"If Army is not a part of any political party, then i believe every political parties should support dhoni for wearing #BalidanBadge #DhoniKeepsTheGlove",0,
n,train,Funny how the attacks on doctors are all happening in non-BJP states and the media is deciding to be silent on the matter! #DoctorsFightBack #BengalViolence #Kerala #DoctorsProtest http,0,
n,train,If it wasn't so serious it would be hilarious ...    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollocksToBrexit http,0,
n,train,Even John Barron &amp; John Miller call BS. #douchebag #POTUS http,0,
n,train,"@user @user LMAO HE BELIEVED A LYING #MURDERER! THE #STUPIDTY! You promised you'd release tax returns, OOOOOPS!",0,
n,train,"#liarSarahHuckabeeSanders is leaving #fakeDonaldTrump's administration!  About time.  So sick of listening to her lies.  Too bad we still have to listen to #idiotTrump's lies, you know, when any words are falling from his mouth or he is tweeting - those lies.  #ImpeachTrumpNow",0,
n,train,‘Home they brought her warrior dead.. She nor swooned nor uttered cry’ - Alfred Lord Tennyson..    She didn’t cry coz she was a warrior too..    He died of assault from the same people he tried to save..     #DoctorsFightBack,0,
n,train,After reading this article I had to vomit 🤮 #TrumpIsATraitor http,0,
n,train,Another example of blatant hypocrisy from @user     @user you’ve lost my vote  #C4LeadershipDebate   #BorisJohnsonShouldNotBePM http,0,
n,train,#TrumpisaTraitor. Stop trying to lead us into a war based on lies to cover up your crimes and treason! We are watching! http,0,
n,train,'I'm not from Central Casting'  It seems Sajid javid has hired some American campaign consultants.   #C4debate #ToryLeadershipContest #Conservatives #BorisJohnsonShouldNotBePM http,0,
n,train,"@user Donald, you went on TV and admitted that you would readily take help from foreign sources to win elections. You are GUILTY of collusion! The Steele Dossier was paid for and instituted by Republicans. #TrumpLies #TrumpIsAFraud #TrumpIsATraitor #ImpeachDonaldTrump",0,
n,train,Have we failed our Doctors? http via @user   #DoctorsFightBack #DoctorStrike #WestBengal,0,
n,train,#ShameOnICC #CWC19 #CWC2019     *Rain Conditions Explained* http,0,
n,train,"Protest against Mamta Banerjee and effigy burning in SCB Medical College, Cuttack, odisha.  #DoctorsFightBack   #standwithNRS   #SaveBengal   #Savethedoctors http",0,
n,train,@user @user @user I will protect #RobertMueller at all costs. #TrumpColluded #TrumpIsATraitor,0,
n,train,The danger of #PoliticalCorrectness lies in its ability to silence the #Truth    It is a sophisticated form of #Hypocrisy which resulted in #Trump    #TrumpIsATraitor #TrumpResign #Resisters #ResistersForum #FBResistance #FBRParty #TheResistanceRises #BlueWave #BlueWave2020 #VoteBlue http,0,
n,train,Rain may dampen Star's plans to earn around ₹100 cr from India-Pak WC match #CricketWorldCup2019 #INDvsPAK #ShameOnICC #hotstar #IndianCricketTeam http,0,
n,train,Thank you @user for standing by @user decision #DhoniKeepsTheGlove #IndiaWithDhoni #DhoniKeepTheGlove #CWC19 #MSDhoni #Dhoni #Mahi #CaptainCool #WhistlePodu #Yellove #keepthegloves #BalidaanBadge #BalidanBadge,0,
n,train,"#ShameOnICC  It is really heartbreaking for every cricket fan around the world. Shame on @user that they didn't keep any reserve day for washed out matches.. England witnesses rain during this time so the @user must have kept numerous options but they failed , ruined CWC 2019.😠😡",0,
n,train,#shameonicc Breaking News - ICC seriously thinking of Book Cricket World Cup.,0,
n,train,@user @user PRESIDENTIAL HARASSMENT:   @user asking @user for his birth certificate for YEARS !!! while hiding his own #taxreturns     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      http,0,
n,train,"@user @user Concentrate on Weather condition and location, not on Dhoni’s glows #DhoniKeepsTheGlove",0,
n,train,Enact the FIRE Act to Require Political Campaigns Disclose Foreign Contacts: http #TrumpIsATraitor #ForeignInterference,0,
n,train,Especially #BorisJohnsonShouldNotBePM http,0,
n,train,Jamshedpur State Doctors stands in solidarity with their West Bengal counterparts  #DoctorsFightBack,0,
n,train,@user @user #HappyJohnMcCainDay   🙌🏻🙌🏻🙌🏻🙌🏻💙🙌🏻💙🙌🏻🙌🏻💙🙌🏻🙌🏻🙌🏻🙌🏻🙌🏻💙💙💙💙🙌🏻    #TrumpIsATraitor  and so are you KEVIN,0,
n,train,"@user #FridayMotivation?  Correct #Trump.    He wrote,  “The dishonest media will NEVER keep us from accomplishing our objectives on behalf of our GREAT AMERICAN PEOPLE! #MAGA”  I say,  “Dishonest Trump will NEVER keep us from from restoring DEMOCRACY on behalf of all Americans!”    #FuckTrump http",0,
n,train,This week marks 25 years since the killings of #NicoleBrownSimpson &amp; #RonGoldman for which @user now has a @user acct. #murderer was charged with murder &amp; found not guilty at his criminal trial. BLOCK HIM &amp; follow @user  http via @user,0,
n,train,Arrogant @user refuses to turn up to #C4debate. Is he allergic to debates and hustings? #BorisJohnsonShouldNotBePM,0,
n,train,@user The irony of this!!!     #murderer,0,
n,train,#DhoniKeepsTheGlove  #DhoniKeSaathDesh  #IndiaWithDhoni    What you support ?,0,
n,train,#ShameOnICC what a arrangement..,0,
n,train,@user It was a Miracle.   A Russian Miracle!  #TrumpIsATraitor,0,
n,train,Ex-WH counsel plans to tell Congress he sees similarities between Nixon and Trump #Resist #ResistTrump #FuckTrump http,0,
n,train,Former Trump advisor George Nader ordered jailed until his child porn trial #Resist #ResistTrump #FuckTrump http,0,
n,train,#FUCKtrump Jackie O didn’t do Lesbian Porno movies.,0,
n,train,@user has no problem with the entire Pakistan cricket team marking territory by praying on the cricket field (part of Muslim ritual prayer) but find insignia on  @user  's gloves inappropriate.  http #DhoniKeepsTheGlove,0,
n,train,However doctors are ready for open healthy discussion with the CM and are willing to resolve the matter as soon as possible. But it has to be open and transparent. #DoctorsProtest #SaveTheSaviours #Savethedoctors #DoctorsFightBack,0,
n,train,@user You don't have any friends!  #FUCKTRUMP #RESIST #VETSAGAINSTTRUMP #JohnMcCainDay,0,
n,train,⁦@realDonaldTrump⁩ puts GOP in tough spot with remarks on foreign 'dirt' #TrumpIsATraitor #TrumpRussiaCollusion #PutinsPuppet  http,0,
n,train,"When you’re more interested about stopping leaks then doing something to improve, you’re the same as Nixon!  #TrumpIsATraitor #TrumpMustGo    Trump campaign fires multiple pollsters after unflattering numbers leak  http",0,
n,train,#boss da.. #DhoniKeepsTheGlove #MSDHONI is forever #Goat for me... 😎😎  @user #CWC19 @user http,0,
n,train,"The theme song for this World Cup should be Rain, Rain go away come again another day, little spectators want their big stars to play.    Carrying the same, here is something humorous. Let's break the monotony😅🤟🏻  #ShameOnICC #CWC19 #rain  #ICCWorldCup2019  http",0,
n,train,"@user 'Presidential' incompetence, corruption, and treason!!!!  #Tre45on  #FuckTrump  #ResistFascism  #BillionDollarLoser  #ImpeachTrumpNow  #25thAmendmentNow http",0,
n,train,#murderer American hunter says she has no regrets about killing a black giraffe http via http,0,
n,train,Watching #Charmed because #charmedreboot put me back in the mood. Was not prepared for the #dream #rapist episode. @user acted the fudge out of that episode. #StrongWoman,0,
n,train,And the World Cup goes to ICC !!!  #ShameOnICC @user,0,
n,train,"@user A special day, for an extra-special scumbag.  #Trump #TrumpIsATraitor #HappyBirthdayMrPresident   #potus #FridayFeeling #FridayMotivation     http",0,
n,train,#DoctorsFightBack  How it                       How Mamta   actually is                Banerjee sees it http,0,
n,train,"Why they not put the covers in all over the ground, and who make the schedule of world cup ... Dont you knw the weather forcasting before 😕    #ShameOnICC",0,
n,train,"The CM of the State, also the Health Minister, and such a ruthless response to the State Governer?? @user has completely lost the #WestBengal The situation is worse than what is actually looks from the videos/pictures at Social media &amp; News #DoctorsFightBack #SaveBengal http",0,
n,train,@user Tell that to #Trump. Too many of you have led him to believe they’re on AT LEAST equal footing. #TrumpIsATraitor #TrumpCrimeFamily,0,
n,train,#Sachin Tandolker : a Biography || #ParallelMedia | http via @user  #IndiaWithDhoni  #WWESSD  #DhoniKeSaathDesh  #DhoniKeepsTheGlove  #BharatRoarsOnDay3  #Kundru  #BIGDAYSGAZEONTANHAJI  #KNACKDHANUSHBIRTHDAYIN50D   #Thiem  #SaketKumar,0,
n,train,We stand with @user infact #indiastandswithdhoni  #DhoniKeepsTheGlove http,0,
n,train,Who's your favorite going into the #DemDebate ? #2020Election #fucktrump #resist #progressive,0,
n,train,CM of WB will never dare to do the right thing..catch the Gunda.  How can a dictator who has lost her mind arrest Gunda? She can't arrest her own voters even if they murder doctors. Everything is allowed for voters. No level. Too low #DoctorsFightBack,0,
n,train,Brexit on WTO terms?    Great news for jam lovers ..  http    #BorisJohnsonShouldNotBePM   #BollocksToBoris   #BollockstoBrexit http,0,
n,train,"#BCCI You guys are truly assamed of you the indipendent body and representing the country whose has this much cricket fans,   Be strict and stand with #DhoniKeepsTheGlove ,",0,
n,train,@user @user He isn't. #TrumpIsATraitor,0,
n,train,@user @user Would make perfect sense if it was #douchebag,0,
n,train,"Trump (since March): No collusion, no coullusion!    Trump (Now): Anyone down to collude? Anyone? I won't call the FBI, I promise! #TrumpIsATraitor http",0,
n,train,#ShameOnICC Good point raised on Indian TV - @user takes a bigger load of money from India and robs the Indian fans of WC experience - so Indians are being robbed twice!! Shame on @user for letting ICc get away @user Why should a toothless org like @user run the game?,0,
n,train,#INDvAUS #DhoniKeepsTheGlove Dhoni's change of gloves had no adverse effects on him or team India.,0,
n,train,@user Didi your contentious comment 'Outsiders' had created a chaos all around #Bengal &amp; the healthcare service in the country have been badly disrupted and many people are dying because of the absence of the doctors.  #BengalBurning   #BengalViolence   #DoctorsFightBack,0,
n,train,#DoctorsFightBack     Parents reaction when a doctor returns home safely in Bengal http,0,
n,train,"#DhoniKeepsTheGlove if ICC does not allow, wear a #BalidanBadge 'Locket' @user Also urge all proud Indian viewers to display posters of batch in Pak match. Jai Hind..",0,
n,train,"Chances are @user might also censure/ban cricketers to not have photos of their Gods in their kits, fearing that they might be merging religion &amp; sport, not caring about the athlete’s own personal &amp; religious beliefs. #DhoniKeepsTheGlove @user http http",0,
n,train,A straight couple behaving badly caused the panicked stampede at DC’s Pride parade #Resist #ResistTrump #FuckTrump http,0,
n,train,Today's is Trumps' birthday so lets make this a TRUMP FREE day. After this post I will NOT post anything about Trump all weekend. #fucktrump #impeachtrump #impeach45 #boycotttrump http,0,
n,train,#ShameOnICC thank you for ruining the most awaited tournament in India @user,0,
n,train,#IndiaWithDhoni #DhoniKeepTheGlove #DhoniKeepsTheGlove #DhoniKeSaathDesh Useless issue created by ICC. http,0,
n,train,@user @user @user @user More subsidies for illegal aliens?  #Douchebag,0,
n,train,This woman is completely out of her mind. She has lost it all. Such a shame. #DoctorsStrike   #SaveTheDoctors   #DoctorsFightBack http,0,
n,train,@user Doesn’t that mean half the country HATES you?  #FUCKTRUMP,0,
n,train,BBC News - #RedChina’s history of extraordinary #rendition http #BoycottChina #HongKong,0,
n,train,Have a great day!    #fucktrump,0,
n,train,@user scrutinised and endured @user wasting public money. The role of a politician includes ensuing public money is not wasted. For that alone he should be fired! Recall petition in Uxbridge please! Not convinced? Read on... #BorisJohnsonShouldNotBePM http,0,
n,train,#DhoniKeepsTheGlove     Dear @user this is not any promotion which @user is doing. He is supporting Indian Army and our soldiers. @user it is request to no ask Mr Dhoni to remove. We are proud of him and our brave soldiers. It will not be dropped from his gloves.,0,
n,train,The entire nation will respect these doctors if they continue to serve patients in the same hospitals even after their resignation #DoctorsFightBack http,0,
n,train,"Not 500 doctors, these 500 are medical college faculties - Professors, Associate and Assisatant Professors with years of experience. It’ll take 25 yrs for the govt to replace them 🤷🏻‍♂️   #DoctorsFightBack http",0,
n,train,"Some things are wrong in absolute. Kiski Sarkar k time hua, uske pehle kya hua thha, kis context me hua thha ye game khelna band kare.   #DoctorsFightBack #Savethedoctors",0,
n,train,Restore justice to #Doctor'sFraternity  #DoctorsFightBack #SaveTheDoctors #IstandwithNRS http,0,
n,train,This world cup is trying to compete with 2007 world cup for being most boring and unsuccessful world cup #ShameOnICC,0,
n,train,@user He need to help you Cause yo face falling.... #FuckTrump,0,
n,train,Personally I thought @user came across best on #C4Debate. Given the other candidates represent varying extremes it's nice to see there is still space for someone moderate. Certainly more statesman-like than an empty podium #BorisJohnsonShouldNotBePM,0,
n,train,"There is an upcoming Democratic Debate from 20 candidates in less than a week. And some #Resisters are focused on GFMs, BMCs, Bullying, Outing. We need to ensure we have people who are eligible and are American Citizens to #VoteBlue #TuneOutTheNoise #TrumpResign #TrumpIsATraitor",0,
n,train,"@user Hi Scott. Count me in please, and thanks for uniting all #Resisters   #HappyJohnMcCainDay  #HappyJohnMcCainDay   #HappyJohnMcCainDay   #HappyJohnMcCainDayJune14   #FuckTrump",0,
n,train,"Advice to #Doctors going on Strike, instead they should refuse to attend @user #Government officials and elected representatives of the people. Why people suffer for no fault of theirs.  #DoctorsFightBack   @user @user   @user @user",0,
n,train,Everyone concerned about the doctors strike and issues they raise must also read this.     #DoctorsFightBack #DoctorStrike http,0,
n,train,"@user Be honest - would you have wanted @user as your commanding officer while you were in the army? Your life in his lazy, lying, sloppy, self-serving, self-indulgent hands? Of course you wouldn't - so why back him to lead the country? #BorisJohnsonShouldNotBePM",0,
n,train,This is really ugly. Hope at least no shower on finals..... #ShameOnICC,0,
n,train,@user @user There are far more important issues to be reported n sorted out. Leave this to the @user which will definitely come up a better solution than you two poking your noses unnecessarily.  #DhoniKeepsTheGlove #DhoniKeSaathDesh #JusticeForTinkleSharma,0,
n,train,"@user There's a law being considered to be enacted into the US constitution. Any #rapist who has been found guilty should have their genitals mutilated chemically before being released.  If our #Government could consider such, we may have a solution to rape for fear of being mutilated.",0,
n,train,@user @user So have you paid anything at all to Mr Goldman yet for killing his son? I doubt it but here you are trying to 'set things straight'. #Murderer,0,
n,train,They say colouring is therapeutic..... I just finished my newest piece and I couldn’t agree more ❤️🤣👊😂🙏    #canadianshatetrump #ResistTogether #fucktrump http,0,
n,train,✨NEW✨    Frankie Say Impeach - retro tee!     Get yours here 👉 http    #ImpeachTrump #FuckTrump #ImpeachmentNOW http,0,
n,train,I have never ever seen this kind of world cup.@ICC u should have done better plan.Atleast u can look after the ground by covering complete ground.  #ShameOnICC   U should learn from BCCI management #ipl,0,
n,train,#ShameOnICC ipl planned well or world cup,0,
n,train,Retweet if you have PayPal/CashApp and want me to send you money 💰     Must be following.    #findom #paypig sugar daddy #cuck #moneyslave #cashcow #SugarBabiesNeeded #CopaAmerica #DoctorsFightBack #bank #SugarDaddys #findom #bitcoin #blockchain #BREAKING #SaturdayMorning #money #BC,0,
n,train,"@user Trump is operating an international Crime Syndicate within the United States Government. He's feeling the heat, and here's proof of #TraitorTrump's M.O. in a former tweet. #TrumpIsaTraitor #ImpeachTrumpNow http",0,
n,train,She has proved the saying of our #Ved... 'Vinaash Kale Vipreit Buddhi' meaning when one's doom approaches..the person intellect works against his/her best interest.     #SaveBengal #SaveTheDoctors #DoctorsFightBack #DoctorsProtest #DoctorsUnderOppression http,0,
n,train,🔴🏴🐾#OpBeast #AnimalRights #WorldDogShow2019 #China  #YulinDogMeatFestival    Let us become aware of this horrible tradition. Let the international community open its eyes and once we stop the indiscriminate killing of dogs.    #BoycottChina http,0,
n,train,"@user To Sandra and the rest of the #religious world; You do not know God either, and if you still say you do, prove it!    LGBTs don't ask for #special #rights, they ask for #EQUALITY. Churches have special rights, they don't pay #tax.    I ate an #egg, am I a #chicken-#murderer?",0,
n,train,@user @user @user @user Did you read that the 4th of july will be a great big-O'-fundraiser for trumps re election? He also plans to make himself the center of attention.(surprise).  This is his 'parade' he so wants the country to have for him. &amp; since that wont happen. Hes taking this.  #FuckTrump,0,
n,train,NYT: Mexico Had Already Agreed to Border Measures Trump Said Were Taken to Avert Tariffs #Resist #ResistTrump #FuckTrump http,0,
n,train,@user I read until I got to the picture of him with the Trump jersey on the wall.  #douchebag,0,
n,train,"#DoctorsUnderOppression @ Baharampore Hospital in #Bengal saying that #TMC MLA Abu Taher Khan &amp; his men entered the hospital &amp; threatened of raping lady doctors, murdering male doctors &amp; said it'll be done such way, none can trace bodies.  #DoctorsFightBack #DoctorsProtest http",0,
n,train,"oi check shirt man , when you say “this country” do you mean Wales?no? Didn’t think so #dickhead @user",0,
n,train,Every one in the country is aware if what's happening with doctors in west Bengal &amp; in India &amp; this is no way any ruling government should treat it's people.   It's high time people speak up &amp; this is should not die down easily.   #DoctorsFightBack #Kolkata #India,0,
n,train,Even #Dhoni couldn’t have imagined that our media will go for such high TRP by taking this #DhoniKeepsTheGlove issue to prime time !! If army is our pride then our current missing plane must be at our prime time  and game yes we will win 🤩🤩#INDvAUS #AUSvIND #icc,0,
n,train,#EastTurkistan Demonstration against Beijing Olympic (Japan)  http  #Uyghur #FreeUyghur #China #CCP #BoycottChina #ウイグル #RT,0,
n,train,"@user to BCCI:: Sorry we cant allow Ms Dhoni to keep the Army Gloves.    @user reply:: Salaam thok, Sar Jhuka, Tu dum daba, Chal Rasta naap le..     #BalidanBadge #BalidanInsignia   #MSDHONI #IndiaWithDhoni #DhoniKeepsTheGlove #DhoniKeSathDesh   #BoycottWorldCup",0,
n,train,And he is so called people's representative   #Savethedoctors #DoctorsFightBack   #istandwithnrs http,0,
n,train,Congressman says he supports prison for people who get abortions #Resist #ResistTrump #FuckTrump http,0,
n,train,Can't wait to see who'll be the new #Tory (unelected yet again) PM #ToryLeadeshipContest says me never 😝 if #Boris et al are anything to go by #BorisJohnsonShouldNotBePM really do hope there's life on Mars 💨💨🔥🚀,0,
n,train,"@user @user @user Sir i am a medical student and after all is happening in kolkata i no more feel safe being a doctor .Every human has the basic right to have protection when threatened ,why we doctor's are being denied of that #SAVEDOCTORS #DoctorsFightBack",0,
n,train,"I’m a comedian and as a group we’re: selfish, chaotic, narcissistic, disorganised, needy and entirely self obsessed. I wouldn’t trust a comedian with anything apart from a microphone and an audience.    And those are the exact reasons why #BorisJohnsonShouldNotBePM",0,
n,train,@user wants to make happy each and every WC playing country thats why their made schedule according to rain so that every country score point.👺    #ShameOnICC   @user   @user,0,
n,train,@user @user @user #DhoniKeepsTheGlove the stupidity of the demand is only because of the president of ICC - what's next? Get virat and pandya to erase their tattoos???,0,
n,train,another GOOD reason 2 NOT reveal identity of rape accused man!! not only because he might be INNOCENT .. but because people MISTAKE him 4 someone else with same name. PREPOSTEROUS!! karan WAHI #rapist now?    @user  @user @user @user http,0,
n,train,"The president's comments suggest that he believes winning an election is more important than the integrity of the election, Chuck Schumer said.  #TrumpIsATraitor #Trump #FlagDay #JohnMcCainDay http",0,
n,train,Martin Rowson on Tory MPs voting for a new leader #BorisJohnson #MichaelGove #BorisJohnsonShouldNotBePM #Boris4PM #cartoon #ToryLeadership #MichaelGove #DominicRaab #JeremyHunt #SajidJavid #RoryStewart #BoJo - political cartoon gallery in London http http,0,
n,train,To those armchair activists on all issues they don't understand but mute on this.     #SaveTheDoctors   #DoctorsStrike   #DoctorsFightBack #DoctorsUnderOppression http,0,
n,train,@user Wow you really have some nerve coming on twitter like this...  #Murderer  #WeWillNeverForget,0,
n,train,General Election now! #BorisJohnsonShouldNotBePM http,0,
n,train,"A convicted killer, who went on the run for 17 days, was caught by chance when police were called to a McDonald’s drive-thru, a court has heard. Read more http #news #crime #murderer #convict #prison #escape #killer #mcdonalds #uk #police #drivethru #court http",0,
n,train,"*After betrayal from momta Didi, media and patients*  #DoctorsStrike #DidiVsDoctors #DoctorsFightBack   AIIMS doctors: http",0,
n,train,"#DhoniKeepsTheGlove  Why icc have issue with Indian army badge  ICC behaving like ISIS  at last Indians feeling is it  #ICC=ISIS   #IndiaStandsWithDhoni   #DhoniKeepsTheGlove #DhoniKeSaathDesh #BalidaanBadge #BCCI   #ICCWorldCup2019   @user @user @user @user @user  @user @user ,",0,
n,train,"@user Him bhi log hain. Hamara bhi gussa fut raha hain.   So per high medical bill is concerned, why pay a single paisa, go get yourself treated at govt hospitals. You want premium service you have to pay premium.   In negligence cases docs are penalised heavily.   #DoctorsFightBack",0,
n,train,"Protest against Mamta Banerjee and effigy burning in SCB Medical College, Cuttack, odisha.  #DoctorsFightBack   #standwithNRS   #SaveBengal   #Savethedoctors http",0,
n,train,@user @user @user @user It was too late for him to try to do damage control on @user the @user interview will be aired again and more people get to hear what he has to say. #TrumpIsATraitor,0,
n,train,#douchebag ownership is a real thing. It's powerful. Own your douche. #Theboldtype #theBoldTypeChat,0,
n,train,Absolutely mortifying what is happening at our border. These camps should be preserved purely for education. Instead they're being recycled for the same purpose. #FuckTrump http,0,
n,train,"iTWEET:After all the rabid build up to the #ICCWorldCup2019 match between #India &amp; #Pakistan on 16June, the ultimate let-down would be a washed out match again! One point each! #Cricket #WorldCupCricket #ShameOnICC",0,
n,train,कुछ भी कहने से अच्छा है। कुछ भी सोच समझ के बोले। नियम कायदे नाम के भी कुछ चीजें होती है।  Let the concern team to take care of the same and let's not divert from the main topic of India should win the #CWC19 ! However I too with msd on this with #DhoniKeepsTheGlove ! http,0,
n,train,How the hell has #borisjohnson won all this support if he won’t leave his front room? Am I missing something?#BorisJohnsonShouldNotBePM,0,
n,train,This is stupidly crazy. To think of leader might just prioritize a known political enemy nation over his country is so disgusting. I cant wait for this nightmare to be done. #TrumpIsATraitor #ImpeachDonaldTrump #TrumpMustResign  Our country deserve justice and ppm to defend it! http,0,
n,train,"For cricketer like Sunil Gavaskar world cup is everything! #shame   Let any team win world cup, we don't care. We care for pride and self respect of our Army / Nation first.  @user   @user @user @user @user @user   #DhoniKeepTheGlove #DhoniKeepsTheGlove http",0,
n,train,@user @user @user You just use the military for a photo-op for your convenience. #FlagDay #JohnMCainDay #JohnMcCainDayJune14th #TrumpIsATraitor,0,
n,train,Federal watchdog agency says Kellyanne Conway should be fired after violating the Hatch Act #Resist #ResistTrump #FuckTrump http,0,
n,train,Dear @user you haven't done right  We stand by @user  #DhoniKeepsTheGlove http,0,
n,train,We have seen #DoctorsFightBack through various peaceful means possible. And all of us must stand with them.Their well-being is important to us not only because they are doctors but also because they are fellow citizens.#DoctorsStrike because every life matters - theirs included!,0,
n,train,Dear @user The symbol for Balidaan is pride of our Indian Para Troopers. There is nothing religious or political in wearing the glove.  Big commercial brands logo will do but not national pride ..? Its horrible   #DhoniKeepsTheGlove  @user,0,
n,train,#Trump Tweets About Epic Interview Fail &amp; Gets Mocked Like A Clown #TrumpIsATraitor #VoteBlue2020  http,0,
n,train,#DoctorsFightBack  Doctors of govt. Medical clg surat protest against violence against doctors. ..  #Save the savior http,0,
n,train,@user Dear ICC focus on improving the standard of Umpiring.Which is important than then dhoni's Gloves. @user @user @user #DhoniKeepsTheGlove http,0,
n,train,"@user @user @user It was @user who brought the country back from the brink of economic collapse, now @user is Bankrupting the country, since Bankruptcy is actually the only thing @user knows     #Resistance #LockThemAllUp #FuckTrump #ComplicitGOP #Resist      http",0,
n,train,Vox Sentences: Maine moves to expand abortion access #Resist #ResistTrump #FuckTrump http,0,
n,train,#DoctorsFightBack Mamata vs Docs Latest Updates: Dharna Didi gets taste of her own medicine @user hand out 48-hour ultimatum     http,0,
n,train,@user What happened to violent crime in London since 2008? http via @user #BorisBull #BorisJohnsonShouldNotBePM,0,
n,train,I see the unscrupulous and opportunistic #BorisJohnsonShouldNotBePM has decided to back #Heathrow expansion. End of retreat from commitment to lie in front of the bulldozers. On the bright side he may now support #PeoplesVote and #StopBrexit in a few months.,0,
n,train,Senate Republicans say campaigns should call FBI over foreign dirt #Resist #ResistTrump #FuckTrump http,0,
n,train,Trying to win by hiding. #BorisJohnsonShouldNotBePM  Tory frontrunner fails to participate in the debate as PM contenders struggle to offer sol @user http http,0,
n,train,"Are Muslims, in general a nuisance to be tolerated by the rest of the world ?  #SaveBengal  #DoctorsFightBack   #DoctorsStrike   #MamtaBanerjee",1,
n,train,Govt school adopted by IMA appointed unqualified teachers based on their investments      #IMAFraud #PonziScheme     http,0,
n,train,@user I'm in count down mode until we never have to see this nasty grifter family again. And never is too soon. #FUCKTRUMP http,0,
n,train,A billion Cricket fans waited four years to watch how it rains in England😀😀😀😀 #shameonicc,0,
n,train,"#DhoniKeepsTheGlove   #DhoniKeepTheGlove   #DhoniKeSaathDesh     Sir please do not change your gloves,  please sir...     @user @user",0,
n,train,Biden leading Trump by 16 in Pennsylvania  Biden leading Trump by 10 in Wisconsin  Biden leading Trump by 7 in Florida  Trump leading Biden by 2 in Texas    Hahahahaha!   😂😂😂     #FuckTrump   #ImpeachTrumpNow http,0,
n,train,#Trump just invited Congress to begin #Impeachment proceedings    #FridayMotivation  #ForThePeople  #2020Election  #FBR  #TrumpIsATraitor  #TrumpIsTheEnemyOfThePeople  #DemForce    http,0,
n,train,@user Surrender. It’s all coming out. Everything. Everyone will know the truth. #TrumpIsATraitor,0,
n,train,Don't know if the math is correct but #ShameOnICC http,0,
n,train,The #TrumpIsATraitor groupies are going to lie us into another war! And why? TO PUMP TRUMP’S POLL NUMBERS!,0,
n,train,This should have been the anthem of this world cup 😂😁😁 #ShameOnICC http,0,
n,train,"#Sunday June 16, 2019            #TrumpIsATraitor     #FakePresident             #WeAreNotOk #TrumpMustGo http",0,
n,train,"@user @user @user @user @user For the first time in 9 years, our economy has dropped from 1st to 3rd.     #FUCKTRUMP",0,
n,train,"#JohnMcCainDay  #FuckTrump     It's Donald Trump's birthday, but it's #JohnMcCainDay on Twitter http",0,
n,train,Please RT. #BorisJohnsonShouldNotBePM http,0,
n,train,"As doctors continue to resign en masse, the centre sought two detailed reports from the #WestBengal government including the measures taken to contain political violence in the state.     #BengalDoctorsStrike #DoctorsFightBack   http",0,
n,train,I think if Boris refuses to take part in the hustlings he should be automatically excluded from the leadership contest. Refusing to take part shows contempt of the British people and extreme arrogance. #BorisJohnsonShouldNotBePM #GeneralElectionNow,0,
n,train,@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user @user I’m not saying @user is a russian asset but the russian sure say he is! #ImpeachTrumpNow #TrumpIsATraitor @user @user @user @user @user @user @user @user @user @user @user,0,
n,train,"#ShameOnICC the weather we cannnot control, investment in covers you can..... as for some of the ticket prices truly shocking. Like the Champions trophy last year you would rather have stack of empty Corporate seats than a stadium full of excited fans. 105 pound for Eng Bangla👿",0,
n,train,"@user @user 'It's not about EU, it's about me!' #BorisJohnsonShouldNotBePM http",0,
n,train,"The UK faces wildcat strikes and civil disobedience if Boris Johnson commits to a no-deal Brexit as prime minister, a group of campaigners have warned.   #BorisJohnsonShouldNotBePM  #StopBrexit  #SummerOfResistance  #PutItToThePeople  http",0,
n,train,"@user It's not raining as it's England's match..ECB &amp; ICC have scheduled all England matches where possibility of rain is minnimum i.e, 'Rain Fixing'.    @user must change the venue of #INDvPAK match from Manchester to London.    #ENGvWI #ShameOnICC #RainStopsMatch #CWC19 #INDvsPAK #WIvsENG",0,
n,train,What Pompeo forgot about the flag #Resist #ResistTrump #FuckTrump http,0,
