dataset,split,text,label,multilabel
b,train,@user [NEWLINE][NEWLINE]We have voted!  We have elected Joe Biden and Kamala Harris. 75+ mil of us. We demand that you certify the election. We will not let the minority rule the majority. It is time!,0,
b,train,@user - Don't you think America deserves this man as a leader? Please stop being servile to @user  &amp; @user . [NEWLINE][NEWLINE]#BidenHarris2020 http,0,
b,train,"As Trump’s Diagnosis Spooks G.O.P., Pelosi Projects Optimism on Stimulus Deal SEE MORE HERE ==&gt; http  #proudboys #donaldtrump #covid19 #covid #coronavirus #trump #trump2020 #maga #makeamericagreatagain #trumprally http",0,
b,train,So... Judge Amy Coney Barrett is the coolest person on the planet.. 😍 [NEWLINE][NEWLINE]shes basically the real life Wonderwoman! 😍❤️🤗[NEWLINE][NEWLINE]Trump sure knows how to pick em! ❤️🇺🇸💪,0,
b,train,@user Thank's for the link. I'm voting #BidenHarris2020! Get better. You are losing control and it is obvious. Sorry about that but.... not really.,0,
b,train,"@user You’ve destroyed America in 3 1/2 years. We are going to make it impossible for Republicans to murder 200,000 American citizens again. #VoteBlueToSaveAmerica #VoteBlueToEndThisNightmare #VoteBidenHarris2020 #VoteBlue2020",0,
b,train,@user @user @user @user @user Exactly. Anyone with common sense can see with their own eyes that this election wasnt rigged. Joe and kamala won fair and square. People are just tired of trump's lies and want a change for the better. That means scrubbing the shit stain out of the carpet in january,1,
b,train,@user I put blue lights on our house in honor of President-Elect Joe Biden and Vice President-Elect Kamala Harris.  #BidenTransition transition your butt right outta there. http,0,
b,train,"@user I wish I could say that's the most ridiculous thing I've heard but we'll, you know... #BidenHarris2020 #WorstTrumpEver",0,
b,train,"@user @user @user @user @user @user Not to mention that John Bolton, who closely worked with Trump, was there the alleged morning and confirmed Trump never said it. Trump and Bolton don’t like each other at all, so I’m sure he’d jump at the chance to say he said it, if he really did",0,
b,train,@user Harris could have gutted Barrett like a brook trout. But she’s a VP candidate. And she’s black. And there’s no win in field dressing a conservative white woman in front of millions as a VP candidate. So play nice and I’m so damned sick of racial inequality.,0,
b,train,"@user Attn: N.H. Make sure you vote #BidenHarris2020 . Fill that ballot out for #BidenHarrisToSaveAmerica . Remember, #TrumpIsNotWell . That's #BidenHarris2020Landslide . Oh, and hello to all my friends in Derry and Manchester. Vote #BidenHarris2020ToEndThisNightmare !",0,
b,train,@user Can someone ask her how she feels about fetal tissue from an abortion being used for Trump’s Covid-19 treatment?,0,
b,train,Trump just announced he will be hosting an in-person event at the White House tomorrow. He is trying to infect as many people as possible before we vote him out. http,0,
b,train,"@user @user @user @user @user More class warfare from the left.  What SPECIFICALLY will Biden do re economy, C19, etc.  Who will he appoint to court.  They continue to hide Biden AND his ideas / plans.[NEWLINE]Don't let them get away with it or we will never have another ""real"" election again...[NEWLINE]#MAGA2020",0,
b,train,#VoteBlue2020[NEWLINE][NEWLINE]The New York Times: Proud Boys celebrate Trump’s ‘stand by’ remark about them at the debate..[NEWLINE]https://t.co/5uZ5J4tPNs[NEWLINE][NEWLINE]via @user,0,
b,train,"Joe Biden and Kamala Harris' Win Has the World's Tyrants Vladimir Putin, Jair Bolsanaro, Kim Jong Un Nervous - The Daily Beast: * Joe Biden and Kamala Harris' Win Has the World's Tyrants Vladimir Putin, Jair Bolsanaro, Kim Jong Un Nervous  The Daily… http",0,
b,train,@user Haha. He’s wearing a mask. They work right?  You guys hate this. We love Trump!! #Trump2020 #Trump2020NowMoreThanEver,0,
b,train,"@user Nowtell your supporters to wear a 😷.  Hopefully will keep people out of the hospital altogether. Also stop bashing researchers and doctors. Because of the research being done on the virus, you are getting the necessary treatment. #ScienceMatters #TrumpHasCovid #BidenHarris2020",0,
b,train,Today is a great day to name Joe Biden and Kamala Harris as the next President and Vice President of the United States,0,
b,train,@user Just one more example of how chaotic and disturbing the current government in the White House is.  #BidenHarris2020,0,
b,train,Republicans rock. @user can't touch this. #WalkAway[NEWLINE]#LeadRight #VoteRed #TurnCongressRed #4MoreYears #Trump2020 http,0,
b,train,"What does this mean? Each of these Dems knew what was going on with Joe and Hunter Biden?[NEWLINE]New Email Reveals Kamala Harris and Top Democrats Listed as ""Key Domestic Contacts"" for Biden Family Business Ventures http via @user",0,
b,train,"@user Awww lovely,  thank you for caring darling!!!  [NEWLINE]I agree with you, he's so wise that he smells from far where the stupid questions are present!!!  Sorry!!![NEWLINE]United in prayers for Potus&amp;Flotus health  #MAGA2020",0,
b,train,"The Vice President is speaking at faith and family events today. [NEWLINE][NEWLINE]The Vice Presidential candidate has been speaking at events to raise money for rioters that burn down black businesses, murder cops, and rapists. @user @user #whodoyouwant #trump2020",0,
b,train,"@user Abso-fucking-lutely!!!  The man is jacked up on heavy meds, talking crazy shit (well that's not new) and it will just be another shit show...how much more can we put up with?  #BidenHarris2020 #TrumpIsANationalDisgrace",1,
b,train,@user @user only cares about pleasuring the POS in the WH.  #VoteBlue2020,1,
b,train,@user @user But the illegaly leaked Trump Tax returns are completely fair game? Weren’t they “Hacked”?,0,
b,train,Front row seat to the most extraordinary historic political times in American history! #Trump2020 Honored and blessed to be with so many dear friends and amazing Patriots!! ❤️🇺🇸🙏 http,0,
b,train,"My kids and myself are extremely health compromised @user so please put a mask on!!! And stop using us (health compromised) as pawns, hypocrite!!! Unbelievable. I’m mad!Really mad!Liar! How dare you! #WalkAwayCampaign #WalkAwayFromDemocrats #BidenHarris2020 #Trump2020 #Masks http",0,
b,train,As usual @user lies. Democrats fear that @user will take away yet another carrot the @user has manipulated minorities with for decades without fixing a single thing. Trump fulfills his promises. #LatinosforTrump #MAGA2020 #InsleeSucks http,0,
b,train,@user This pig is writing the legal briefs to make it happen. He has underestimated the American public. [NEWLINE][NEWLINE]#BidenHarris2020 #TrumpIsANationalDisgrace #BillBarrLies,1,
b,train,This is exactly why we are going to vote you out of office. Trump’s trying to send a Hail Mary at our expense as always!!!We R NOT Guinea 🐷🐷🐷🐷🤡🤡🤡🤡[NEWLINE]#BidenHarris2020 #2020debate #Kamala4VP,0,
b,train,“Frankly I’ve dealt with guys like Trump my whole life. Guys who think they’re better than us...Guys who do everything they can to avoid paying their taxes they owe because they figure the rest of us “the little people” can pick up the tab for the country.” @user #Biden2020,0,
b,train,"My Aunt KAMALA did me a favour and FIXED me a glass of ARIZONA iced tea after I was finished colouring in with my SHARPIES. She said ""DEMS be good drawing, perhaps we should POST them to grandpa JOE.[NEWLINE][NEWLINE]As I slid down one of the many fire POLLS on my way out, I said ""BIDEN.""",0,
b,train,Trump is a PATHOLOGICAL LIAR.[NEWLINE]We can stop hearing his lies by voting him out of office.[NEWLINE]#VoteBidenHarris2020 [NEWLINE]#wtpBlue http,1,
b,train,@user Says the man who received an experimental treatment that's available to NO ONE ELSE IN THE COUNTRY!!! #LiarInChief [NEWLINE]#SuperSpreaderInChief #VoteHimOut #BidenHarris2020,0,
b,train,"Support joe Biden and Kamala Harris agendas, not nice their agendas, real evil, no prosper, amen",0,
b,train,@user Voted early today in MI #BidenHarris2020,0,
b,train,It's called 'discipline'.. something these people never got growing up.. and the fact that they're PROBABLY paid to 'perform' won't help them either[NEWLINE]#BackTheBlue[NEWLINE]#Trump2020 http,0,
b,train,@user #VOTEBIDEN #VoteBlueToSaveAmerica #BidenHarris2020Landslide #BidenHarrisToSaveAmerica #Biden2020 #BidenHarris  [NEWLINE][NEWLINE]We got your back Joe Biden and Kamala Harris.  It is time to rid our country of the cancer more commonly known as Trump and his cronies.  That includes Trump family.,0,
b,train,@user @user @user No I’m not reading it wrong...Look at my screen shot that I took of POTUS followers and Creepy Joe’s. Trump has 2M+ less followers than Sleepy Joe! 🤷🏽‍♀️😒,1,
b,train,@user I hope the @user leaves the debate needing a donut to sit on. #BidenHarris2020 #GoKamala,0,
b,train,"#2 ED I am said: To man All nation you was warned, Giving time! Trump instead of calling war act on this Corps Ford, my pillow back to business supplies will surely be needed. Death comes with a Scythe U.S more death then any nation! Red states MAGA U.S.A No mercy ✔️ 4-27-20!!!",0,
b,train,@user @user @user is going to smoke his ass in the debate. #TheResistance #BidenHarris2020 #ByeDon2020,1,
b,train,@user Outcome is decided! #MAGA2020 finally realized they were following a moron!,1,
b,train,"Joe Biden is officially the POTUS, Kamala first black female vice president!!! History🙌🏾🎉",0,
b,train,"I mean duh. I want that third debate to be that town hall debate though. I want Trump and Biden on that stage, or virtual, to have to face the american people and ANSWER. Trump will fucking choke. Why else do you think he ducked this debate?? http",1,
b,train,Trump Supporters are stealing a Biden signs here!  Desperate jerks! #BidenHarrisLandslide2020 #BidenHarris2020ToSaveAmerica #Biden2020,1,
b,train,@user Now is the time to vote BUT NOT FOR THE COMMUNIST PARTY OF AMERIA AND COMMUNIST DICTATOR #1 JOE BIDEN AND COMMUNIST DICTATOR #2 KAMALA.  AMERICA NOW IS THE TIME TO VOTE REPUBLICAN #REELECTPRESIDENTDONALDTURMPIN2020,0,
b,train,@user Trump can withdraw the Handmaid.,0,
b,train,"Of BoJo: A senior US politician who is expected to take a job in the Biden administration recently told a British friend those views were shared by Harris. “If you think Joe hates him, you should hear Kamala,” the senior figure said. 😱😂 http",0,
b,train,#MAGA #MAGA2020 why is he afraid to call out Putin? http,0,
b,train,"@user ""Antifa is just an idea""- @user #MAGA2020 http",0,
b,train,"Biden Harris will restore the SALT tax deduction, which the GOP capped specifically to harm homeowners in blue states. #SuburbanWomen know that raised our taxes 30% or more. #SuburbanWomenForBiden understand that Joe and Kamala will bring our taxes down because we ain’t dumb.",0,
b,train,"@user Vote in person. Worried about crowds, vote early in person at your courthouse.  Many states start early voting 1-2 weeks before Election Day. #Trump2020 🇺🇸",0,
b,train,"@user @user @user @user @user @user @user @user @user @user @user @user @user @user @user Thank you so very much, Grandpa!💙I really appreciate the shout! Following and RT'ing! #VoteBlue2020 #RBGLegacy #BidenHarrisLandslide2020 http",0,
b,train,"@user @user Great message, Joe. And by the way, great job on your speech today[NEWLINE]#BidenHarris2020 [NEWLINE]#Dems4USA",0,
b,train,I don't think Joe Biden should do any more campaign trips. Seems risky to do a lot of travelling right now. Just run out the clock with the lead. It also shows that you are taking the virus seriously. Just use zoom. 😂  #Biden2020 #joebiden #Campaign2020 #Election2020,0,
b,train,"Happy day, happy day! Finally getting to celebrate President Joe Biden &amp; VP Kamala Harris! And do so w/ alcohol now that I'm home from work today! We living it up! Hope our man Steve Kornacki is finally resting, relaxing, &amp; recuperating from this hell week! http",0,
b,train,@user @user Joe and Kamala - we look forward to your leadership and healing.  Stop this craziness.  Every day that goes by is getting increasingly out of control because Trump won’t acknowledge your victory!!,0,
b,train,"Leftist lunatics &amp; corporate Dems will do anything necessary to get Trump out, and keep his SCOTUS pick out, too.[NEWLINE][NEWLINE]Source: http #Election2020 #Constitution #Leftism #Destroyers #LegalPositivism #USPolitics #MAGA #Trump2020 http",1,
b,train,"Long before Donald Trump took that historic ride down a gold-plated escalator, he was but a little rich boy. Here’s how the former tabloid subject became p***y grabber-in-chief.[NEWLINE][NEWLINE]Watch the full episode of ‘Who Is Donald Trump’ http http",0,
b,train,At this point David Duke could run as a democrat and if we criticized his white nationalist history y’all would say “just say you support Trump” 🤦🏾‍♂️🤦🏾‍♂️,0,
b,train,@user @user Back to showing your racist tendencies right before the election. Love it derp![NEWLINE]#BidenHarris2020,0,
b,train,"@user What Biden SHOULD say: “Trump has consistently displayed the lack of agility to meet the demands of these challenging times, so backing out is totally on brand. I’m prepared to debate. And follow the rules.”",0,
b,train,Saying Trump is the most corrupt president in history isn’t an overstatement. http,0,
b,train,@user Prediction:[NEWLINE][NEWLINE]He dies of sheer stupidity.[NEWLINE][NEWLINE]His lunatic supporters write in his name.[NEWLINE][NEWLINE]Joe Biden wins everything.[NEWLINE][NEWLINE]#BidenHarris2020,1,
b,train,"""We can do this.""[NEWLINE][NEWLINE]Joe Biden[NEWLINE]Gettysburg, PA[NEWLINE][NEWLINE]#WeCanDoThis - together[NEWLINE][NEWLINE]We are stronger than hate. We are stronger than fear. [NEWLINE]We *can* take our country back![NEWLINE][NEWLINE]@BlueWaveResist [NEWLINE][NEWLINE]#VoteBluetoSaveAmerica[NEWLINE]#BidenHarris2020",0,
b,train,@user His campaign does not revolve around one single policy it's all just projection against Joe Biden and the Democrats.,0,
b,train,"@user @user @user College, which most people did back then[NEWLINE]When has he said he was ""ripped"", his tax return are between him and its, you got the socialism mixed up with Biden, at least youre not saying he's putins bitch so credit for a new spin on it, but hasn't sent America to war",1,
b,train,@user @user @user @user @user @user The issues for Biden's kid reflects directly onto Joe no matter how much you don't want that to be the case...,0,
b,train,6 days ago I had a dream that I sat next to Kamala in the Oval Office and I said Mr. President as Joe extended his hand to me.   Let me be right for the sake of not just the United States but for the World. Dreams do come true.,0,
b,train,"#breaking #breakingnews #China #Trump2020 #NYPD #Spygate #spy #Vegas #Military #PoliceReform [NEWLINE][NEWLINE]THE SAME HAPPENED WITH THE #LASVEGASMASSSHOOTING &amp; OTHERS...LIKE THE #POLICE AMBUSHES IN #DALLAS &amp; #BATONROUGE see ""Is #BlackLivesMatter as dangerous as ISIS?""[NEWLINE][NEWLINE]https://t.co/Lwa4rwnmnb",0,
b,train,Show me the lie. #fucktrump #saveamerica #vote2020 #biden2020 http,1,
b,train,Trump is better than Biden. I said what I said 🤷🏻‍♀️ #Trump2020  🇺🇸,0,
b,train,"More than 200 entities patronized Trump properties and reaped benefits from the Trump administration, according to The New York Times. http",0,
b,train,@user Respectfully suggesting that you put a comma behind the word 'Grandfather' else you are technically saying you are a grandfather only part time. 🙂Have a good day! #BlueWave2020 #BidenHarris2020 🌊,0,
b,train,"@user @user @user ""Joe Biden and Kamala Harris are communists"" said no one with any brain cells whatsoever",0,
b,train,@user We don’t care or watch #FakeNewsMedia [NEWLINE]WE LOVE #TRUMP!!❤️[NEWLINE]#Trump2020 💪🏻❤️🇺🇸[NEWLINE]#BidenHarris,0,
b,train,@user Greatest President of the United States @user . Nov 3rd is gonna be #Trump2020,0,
b,train,Where are father and son Biden?[NEWLINE]Time to answer real questions now.,0,
b,train,"Donald Trump Jr. poses next to 'Don Jr. 2024' banner on Instagram, fans rejoice http",0,
b,train,America’s Mayor to Russia’s asset: “The intelligence raised concerns that Giuliani was being used to feed Russian misinformation to the president.” http,0,
b,train,"@user I’m a democrat in Oklahoma. My husband, two children, and I are voting for #BidenHarris2020",0,
b,train,This man is really nuts 😭😭 read #Disloyal the book written by his former lawyer and see how @user just lies and make up stories as he did about @user for no reason #DumpTrump2020 #BidenHarris2020 #TrumpLied200KAmericansdied #RIPRBG http,0,
b,train,"Vote for Trump to COMPLETELY RID AMERICA of all MORALS, HONESTY, INTEGRITY &amp; FREEDOM! CORRUPTION AT IT'S FINEST! #Vote #BidenHarris #VoteBlueToEndThisNightmare #VoteBidenHarris2020 #TrumpFailed #BidenHarris2020 http",0,
b,train,MAGATS will be Blocked! MAGATS (Make America Great Again Trump Syncopates!!  #IStandWithScienceTruthAndJustice #OnlyMAGATSBelieveConspiracyTheories #TrumpLoser #BidenHarris2020 http,0,
b,train,"Go Philadelphia, don't let Trump steal your democracy.  Go Pennsylvania, embrace Joe Biden and Kamala Harris!",0,
b,train,@user So did I. #BlueWave2020 #BidenHarris2020 #NeverTrump #RepublicansForBiden,0,
b,train,The US Military the most Patriotic dept. of our govt &amp; the least political.[NEWLINE]Here's what they believe in[NEWLINE]GLOBAL WARMING http MASK- http CONTROL- http [NEWLINE]#WearAMask [NEWLINE]#GunControlNow [NEWLINE]#BidenHarris2020 http,0,
b,train,"OMG, people, wake TF up. That orange buffoon, &amp; @user &amp; @user are HELPING TO MEDDLE IN THIS ELECTION!! [NEWLINE][NEWLINE]Both of them, &amp; most of all, @user &amp; @user are traitors, &amp; we must #VOTE Nov 3rd to save democracy #VoteBlue2020 http",1,
b,train,@user No True Scotsman is getting a hell of a makeover today #Trump2020,0,
b,train,“Why won’t Trump just denounce white supremacy??”[NEWLINE][NEWLINE]🤔[NEWLINE][NEWLINE]#Trump2020 #Debates2020 http,0,
b,train,"“U.S. intelligence agencies warned the White House last year that President Trump’s personal lawyer Rudolph W. Giuliani was the target of an influence operation by Russian intelligence, according to four former officials familiar with the matter.” http",0,
b,train,@user I think that’s procrastination 😎 #VoteHimOut #BidenHarris2020,0,
b,train,"#BidenHarris2020 #CNNElection #CNNTownHall #MSNBC #KamalaHarrisVP #MSNBCDecision2020 #MSNBC2020 #MSNBCLive [NEWLINE]Please adopt the Motto, “Country OVER Party” we have to do what is best for America, Nationally!!!!  To me, Party is not as relevant as protecting our Country!!! PLEASE 🇺🇸",0,
b,train,MUST SEE: New Trump Ad Reminds Voters of the WORST Crime Kamala and Joe ... http via @user The Swamps!,0,
b,train,Great 👍 thank god!!! #Trump2020 #MAGA2020 http,0,
b,train,@user FIRE WRAY!!![NEWLINE]#MAGA2020,0,
b,train,"Tonight, Trump made it clear that he wouldn't condemn White Supremacists. Groups like the Proud Boys are celebrating Trump's ""Stand Back &amp; Stand By"" comments. That statement alone makes it worth fighting every day between now &amp; November 3rd. [NEWLINE]#VoteTrumpOut #BidenHarris2020 http",0,
b,train,"Our next President, @user just gave an amazing speech at Gettysburg. I’m so ready to have a real President again. #BidenHarris2020",0,
b,train,@user @user 🤮🤮🤮[NEWLINE][NEWLINE]No to Jim Crow Joe Biden and California's Top Cop Kamala Harris after MONTHS of protesting!?!?[NEWLINE][NEWLINE]The DNC picked thee absolute worst choices. Everyone knows it too.,1,
b,train,@user how about some tweets? Don't leave me to think for myself! Are you too busy stocking the White House bunker with McDonald's hamburgers for the upcoming coup? #McDonalds #TrumpCoupPlot #Biden2020 #BidenHarris,0,
b,train,"If one more infobabe or infoguy says one more time that President Trump is overweight or obese, I will break the TV.[NEWLINE][NEWLINE]#MAGA2020 #MAGA http",0,
b,train,"@user Are you gonna say the same to Joe Biden? Remember, it was Hillary Clinton who said, ""Joe Biden should not concede under any circumstances""...after saying in 2016 of Trump, ""That is a direct threat to our democracy.[NEWLINE][NEWLINE]Pot calling the kettle black, anyone?[NEWLINE]#Culp2020 #MAGA2020",0,
b,train,COLORADO HAS BEEN DELIVERED FOR VP JOE BIDEN AND KAMALA HARRIS!!! #COpolitics #MovingMountains #BidenHarris2020 http,0,
b,train,@user The people accusing Joe of being a pedophile have no problem with Trump and the way he talks about his daughter body and stuff like this ⬇️ #BidenHarris2020 http,0,
b,train,"@user Yes, I hate you and yes, I want you out as majldr.[NEWLINE]#RepublicansEnable[NEWLINE]#DumpCorruptTrump[NEWLINE]#VoteBlueWave[NEWLINE]#BidenHarris2020",1,
b,train,President Trump town hall coming up!!,0,
b,train,Here’s why Biden’s lead is big and could get bigger http #biden #BidenHarris2020,0,
b,train,@user lol. Not sure if you realize his point of view here....Trump is not liked by republicans. He's liked by Trumpist and Trumpets. It makes sense that Republicans want nothing to do with them. He doesn'T represent that party.,0,
b,train,"@user @user @user Kamala the beast. That Hillary cackle will be her doom.[NEWLINE]A most unpleasant, unlikeable woman.[NEWLINE]Listen on the radio.[NEWLINE]Mute the TV.[NEWLINE]Visible difference shocking![NEWLINE]Biden the Invisible Shrinking Gasping Man.[NEWLINE]He is simply unwell.[NEWLINE]Dear Joe: Beware the 25th Amendment. Nancy awaits.",1,
b,train,"Today I proudly casted my vote for Joe Biden to be the next president of the United States. 🇺🇸[NEWLINE][NEWLINE]It was quite a moment. But I have to say, I’ve been a supporter of Kamala Harris for nearly four years now. It was truly surreal to finally be able to vote for her for the first time. http",0,
b,train,Doing more texting this afternoon for the #BidenHarris2020 . Action is the only thing that relieves my stress.,0,
b,train,@user @user Please do not underestimate:[NEWLINE][NEWLINE]1. Joe Biden[NEWLINE]2. Kamala Harris[NEWLINE]3. The staffers who work for them[NEWLINE]4. Their campaign teams[NEWLINE][NEWLINE]You don’t think they’ve already made plans and set up actions for whatever bullshit Trump and the GOP may/will try to pull? http,1,
b,train,"I just gave another $20 to BIDEN/HARRIS. Yeah, not much but I'm on a very limited income however I have never been so scared that if they are not elected, AMERICA WILL DIE!! #BidenHarris2020",0,
b,train,"Hillary the Clinton’s, Nancy Pelosi, bush family, Obama’s now joe Biden, vp top cop Kamala Harris,all these ppl have some things in common most definitely http",0,
b,train,"@user TRUMP lies prodigiously[NEWLINE][NEWLINE]to    manipulate events, [NEWLINE]to    secure advantage, [NEWLINE]to    dodge accountability, [NEWLINE]to    ward off injury to his pride. [NEWLINE][NEWLINE]#Biden2020 #BidenHarris2020 [NEWLINE]#MAGA2020 #RockTheVote http",0,
b,train,"In America, we don't ""get rid of ballots""[NEWLINE]In America, we don't allow T.V, reality clowns to override the FDA[NEWLINE]In America, we don't' refer the 203,000 citizens in body bags as ""virtually nobody""[NEWLINE]#CoupleGoals [NEWLINE]#Biden2020[NEWLINE]Tell state legislatures Make CLEAR ALL BALLOTS must B COUNTED http",0,
b,train,Democrats are fighting for you. Republicans? They're trying to take away your health care at the Supreme Court.[NEWLINE][NEWLINE]#trump #gop #maga #election2020 #voteblue2020 #rememberinnovember[NEWLINE][NEWLINE]VOTE BLUE. http,0,
b,train,@user Vote for #Trump2020 he will definitely make America Great Again🇺🇸 💖,0,
b,train,Register to vote. Make your voting plan. Follow your plan. #Vote #VoteLikeYourLifeDependsOnItBecauseItDoes Vote #Biden2020 http,0,
b,train,@user I thought Norah #ODonnell's tone with both Joe #Biden and Kamala #Harris was offensive.  Good to know it wasn't just me thinking that.[NEWLINE][NEWLINE]@60Minutes @user @user @user @user @user,0,
b,train,This is what they wanted @user to condemn. @user makes a fool of himself again. #Trump2020LandslideVictory #Trump2020 #BlackLivesMatter http,0,
b,train,@user #trump2020 vote red in California.,0,
b,train,"@user @user @user @user The reality is you're a hypocrite if you voted for Joe, who's a racist and pedophile, and for Kamala Harris who is a COP who locked up black males for cheap labor. But go ahead and keep telling us how racist Trump is.",1,
b,train,"The BIGGEST #Election2020 Fraudster, Google / YouTube is SABOTAGING #RSBN AGAIN![NEWLINE][NEWLINE]The chat of the BIGGEST #TRUMP2020 channel covering @user is frozen.[NEWLINE]They are actively sabotaging every dissenting voice! #DefundGoogle![NEWLINE][NEWLINE]@TeamTrump @user",0,
b,train,⁦@realDonaldTrump⁩ ⁦@SenateGOP⁩ ⁦@HouseGOP⁩   It’s all over. #BidenHarris2020  http,0,
b,train,@user Goodbye wackadoos. #TrumpIsANationalDisgrace #TrumpIsNotWell #TrumpHatesUs #BidenHarris2020,1,
b,train,@user The best is yet to come when Biden wins.[NEWLINE]So you are holding up stimulus as a blackmail to Americans. [NEWLINE]#Youareunbelievable [NEWLINE]#youhavenoplan[NEWLINE]#TrumpLied211KDied [NEWLINE]#TrumpIsNotWell [NEWLINE]#TrumpMeltdown [NEWLINE]#TrumpIsASuperSpreader [NEWLINE]#Trumpdontcare[NEWLINE]#PrezOnRoids[NEWLINE]#youwillcrash[NEWLINE]#BidenHarris2020,0,
b,train,"@user Waiting on our First Lady and President, who have held hands since marrying in 1977... #BidenHarris2020 http",0,
b,train,Powerful words need powerful actions. Joe Biden &amp; Kamala Harris can show us the way to a better America. It’s time. [NEWLINE]#ItsOnTheBallot #Vote #BidenHarris2020 http,0,
b,train,The GOP knows they can't win without cheating.  They are not patriots. #VoteBlue2020 http,0,
b,train,Woman suspected of sending poisoned letter to Trump arrested - CNNPolitics #DeliveryFailure. #VoteBlueToEndThisNightmare #BidenHarrisToSaveAmerica #BLM #SAVEOURSTATES #PASSTHEHEROESACT #BLOCKTHEREPLACEMENT #VoteBlueToEndThisNightmare #BidenHarris2020  http,0,
b,train,"@user I’ve blocked over 1000 recently. So many Bots, so little time 🙄 I don’t engage... that’s what they want so they can get you put in Twitter jail. #BidenHarris2020 🇺🇸",0,
b,train,"I was meeting with some neighbors for lunch, safely. Two Trump supporters said they believed that Joe Biden had Alzheimer’s or dementia + they believed  Biden would resign soon after taking office+ give the presidency to Kamala Harris. Where would they have gotten that idea?",0,
b,train,"Donald Trump, Jr. highlights his father's weaknesses.[NEWLINE][NEWLINE]https://t.co/n2zTuYM4jp[NEWLINE][NEWLINE]#Biden #Biden2020 #Biden2020Landslide #BlueWave #BlueWave2020 #MorningJoe",0,
b,train,Progressives love to point this out. Well for starters: Kamala Harris was competing for the nomination against Joe Biden. Ro Khanna was not and Ro Khanna still attacked Joe Biden way past when it was inevitable he was the nominee http,0,
b,train,"@user Join Captain Sully! Help save America's future! Take back America from Don ""The Con"" Trump! #VoteHimOut [NEWLINE]#BidenHarris2020[NEWLINE]#BidenHarris2020ToSaveAmerica [NEWLINE][NEWLINE]https://t.co/IhpG4C8OXD",0,
b,train,"@user Just remember that the @user guys are pure Trump haters, they are still Republican to the core.  The only reason Trump stayed in power was bec of @user  These guys never attacked any of them.  They still want power, just didn't want Trump.  Ask them about Mitch.",0,
b,train,"@user Kamala, my friend, I would love to meet up with you, take you for coffee, let’s hang! I’ll be your debate prep partner, whatever you need!!! I felt like Utah felt a little better when I woke up this morning. #BidenHarris2020 #vote",0,
b,train,@user @user I’m in Waxhaw NC and I have already voted #BidenHarris2020,0,
b,train,Its not too late for dems to pull the plug. Trump bout to walk this man sleep Joe tonight. Cancel it Dems. #Trump2020 #BidenCorruption,1,
b,train,"the dumb media race to call a winner on Nov. 3 could do enormous damage to integrity of vote-counting process &amp; also feeds right into Trump's plot to steal the election, journalists should pump the breaks on Super Bowl election coverage forever but esp now http",0,
b,train,@user @user @user @user Get the in the morning Maria!  This Stinks and somebody needs to go to jail! #MAGA2020,0,
b,train,"Congratulations 👏🎊🎉 to President and Vice President elect Joe Biden and Kamala Harris on their historic achievement. We are with you all the way. Make America love again. For four long years America has been hurting, America has been bleeding. May God bless America 🙏💖.",0,
b,train,"While Donald Trump is hospitalized, Joe Biden is making it clear he is fired up for the next debate, showing zero signs of slowing down. #BidenHarris2020 [NEWLINE][NEWLINE]https://t.co/flklNzUyVf",0,
b,train,@user Could be worse. He could’ve made a career out of locking up minorities like ol’ Sleepy Joe and cackling Kamala..... 🤷‍♂️,1,
b,train,"I'm ready, are you? #Debates2020 #debatedrinkinggame? #Trump2020 vs #CreepyJoeBiden #debate http",1,
b,train,@user Political signs don’t influence. They annoy. At this point people know who they are voting for. The Biden signs where I live get stolen and the Trump signs are left alone. Makes me want to move. #VoteBlue2020,0,
b,train,Oh my! Another reason to vote Trump2020! [NEWLINE] Even Kamala’s husband is calling her... not Joe Biden... the next president of the United States. http,0,
b,train,Lol cool. Let’s make sure we appoint this nutcase before the election. That’s what’s important.[NEWLINE][NEWLINE]Put the American people and their struggles on the back burner [NEWLINE][NEWLINE]WHAT 👏🏻 A 👏🏻 GUY 👏🏻 [NEWLINE][NEWLINE]💀💀💀💀 #trump2020 http,0,
b,train,"@user That’s only after the first 75,000 have tested positive.    But you just wait for next 75,000.   They will all need ICU. #maga2020",0,
b,train,"I’m a proud son of Cuban refugees/exiles and am glad to fight back on this nonsense. Again: people who fled violent dictators like Maduro, Chavez or Castro didn’t flee from higher taxes, Obamacare or a ban on fracking. They fled Soviet-style repression.[NEWLINE][NEWLINE]https://t.co/3UVnpreKhx",0,
b,train,@user obviously your hearing is going along with the rest of your functions. “Vote Him Out” as clear as a bell. #VoteHimOut2020 #BidenHarris2020 http,0,
b,train,"FBI agents back Christopher Wray in letters to Trump, Biden and warn that firing him could 'damage' bureau http via @user",0,
b,train,"On a human level I feel bad for Joe Biden, even if he is a crook. He's been made to look an idiot in front of the whole world by the Democrats just so they can get Kamala Harris in through the back door because no one would vote for her.",0,
b,train,@user You are about to learn something you fake phony fraud.The American people are voting for @user to save our freedom and keep you from turning The greatest country in the World into a third world S***hole!!!#MAGA2020 #Trump2020NowMoreThanEver #ACBForScotus http,1,
b,train,"#Trump2020 so how do y’all feel about this while you follow the law, pay your taxes and can’t afford your rent or feed your families? http",0,
b,train,This was very comforting to see driving home from work. Someone from my neighborhood also supports #BidenHarris2020 l http,0,
